Sanctioned Entity/Individual,US,UK,EU,Switzerland,Canada,Australia,Japan,Type,Sanctions Lists,Notes,
Nikolay Yuryevich Petrunin,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Nina Aleksandrovna Ostanina,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Nina Germanovna Kulikovskih,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Nina Sergeevna Faustova,❌,❌,✅,✅,❌,❌,❌,Individual,,,
Nina Viktorovna Dorokhova,❌,✅,✅,❌,❌,✅,❌,Individual,,,
"Nizhnekamsk All-Steel Tyre Plant, Llc",❌,❌,✅,✅,❌,❌,❌,Entity,,,
Nizhniy Novgorod Sokol Aircraft Manufacturing Plant,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Nomos Bank,❌,❌,✅,❌,❌,❌,❌,Entity,,,
Non-profit Partnership Revival Of Maritime Traditions,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Non-State Pension Fund First Industrial Alliance,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Nord Gold Plc,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Nord Project Llc Transport Company,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Nord Stream 2 Ag,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Novastream Limited,✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Novatek Severo-zapad, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Novatek-chelyabinsk, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Novatek-kostroma, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Novatek-perm, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Novatek-purovski Zpk, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Novatek-tarkosaleneftegaz, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Novatek-transervis, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Novatek-ust-luga, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Novatek-yarsaleneftegaz, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
Novgorodnefteprodukt Ooo,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Novorossiysk Commercial Sea Port,❌,❌,❌,✅,❌,✅,❌,Entity,,,
Novorossiysk Shipyard Jsc,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Novosibirsk Semiconductor Devices Plant Vostok Jsc,❌,❌,❌,❌,✅,❌,❌,Entity,,,
Np Dikson,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
"Np Dudinka",✅,❌,❌,❌,❌,❌,❌,Vessel,,,
NPF Otkritie Group,✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Npf Transneft, Ao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Npf Vtb Pension Fund Joint Stock Company",✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Npf Vtb Pension Fund Joint Stock Company",✅,❌,❌,❌,❌,❌,❌,Entity,,,
Npk Technologii Maschinostrojenija,❌,❌,❌,✅,❌,❌,✅,Entity,,,
NPK Tekhmash Oao,✅,❌,❌,❌,❌,❌,❌,Entity,,,
NPK Tekhmash Oao,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Npo Electronic Systems,❌,❌,❌,✅,❌,❌,❌,Entity,,,
"Npo Elektromechaniki Jsc",❌,❌,❌,✅,❌,❌,❌,Entity,,,
"Npo Splav Jsc",✅,❌,✅,✅,✅,❌,❌,Entity,,,
Npp  Istok,❌,❌,❌,✅,✅,❌,❌,Entity,,,
Npv Engineering Open Joint Stock Company,✅,❌,❌,❌,❌,❌,❌,Entity,,,
NTC Metrotek,✅,❌,❌,✅,❌,❌,❌,Entity,,,
Nurbagand Nurbagandov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Nurid Denilbekovich Salamov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
O'Neill Assets Corporation,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Oao 'uranis-radiosistemy',✅,❌,❌,❌,❌,❌,❌,Entity,,,
Oao Jsc Chemcomposite,❌,❌,❌,✅,✅,❌,❌,Entity,,,
Oao Novatek,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Oao Radioavionika,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Oao Volgogradneftemash,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Oao Wysokototschnye Kompleksi,❌,❌,❌,✅,✅,❌,❌,Entity,,,
Obedinennaya Dvigatelestroitelnaya Korporatsiya Oao,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Obiedinennaya Promyshlennaya Korporatsiya Oboronprom Oao,✅,❌,❌,✅,✅,❌,❌,Entity,,,
Oboronlogistika Ooo,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Oboronnye Initsiativy,❌,✅,❌,❌,❌,✅,❌,Entity,,,
Obschestvo S Ogranichennoi Otvetstvennostyu Prominvest,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Obshchestvo S Ogranichennoi Otvetstvennostyu Fertoing,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Obshchestvo S Ogranichennoi Otvetstvennostyu Markus,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Obshchestvo S Ogranichennoi Otvetstvennostyu Neobit,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Obshchestvo S Ogranichennoi Otvetstvennostyu Rt-energoeffektivnost,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Obshchestvo S Ogranichennoi Otvetstvennostyu Rt-inform,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Obshchestvo S Ogranichennoi Otvetstvennostyu Vtb Foreks,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Obshchestvo S Ogranichennoi Otvetstvennostyu Vtb Foreks,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Odk-saturn Public Joint-stock Company,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Odna Rodyna,✅,❌,❌,❌,❌,✅,❌,Entity,,,
of Catalysis,❌,❌,❌,❌,✅,❌,❌,Entity,,,
Ojsc  Blmz,❌,❌,✅,❌,❌,❌,❌,Entity,,,
Ojsc Achinsk Refinery,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ojsc Angarsk Petrochemical Company,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ojsc Balashikha Casting and Mechanical Plant,❌,❌,❌,✅,❌,❌,❌,Entity,,,
Ojsc KB Radar-Managing Company of Radar Systems Holding,✅,❌,❌,❌,❌,✅,❌,Entity,,,
Ojsc Kuybyshev Refinery,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ojsc Novokuybyshev Refinery,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ojsc Novokuybyshev Refinery,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ojsc Rn Holding,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ojsc Russian Regional Development Bank,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ojsc Samotlorneftegaz,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ojsc Scientific Research Institute Of Precision Mechanical Engineering,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ojsc Sovfracht,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ojsc Stankoinstrument,✅,❌,❌,✅,✅,❌,❌,Entity,,,
Ojsc Surgutneftegas,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Ojsc Syzran Refinery,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ojsc Tsry,❌,❌,❌,✅,❌,❌,❌,Entity,,,
OJSC Ulyanovsk Automobile Plant (UAZ),❌,❌,✅,✅,❌,❌,❌,Entity,,,
Ojsc V. A. Degtyarev Plant,❌,❌,✅,❌,❌,❌,❌,Entity,,,
Ojsc V.a. Degtyarev Plant,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Okaf Trading Societatea Cu Raspundere Limitata,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Okb Tsp Scientific Production Limited Liability Company,❌,✅,❌,❌,❌,✅,❌,Entity,,,
Oksana Alexandrovna Babenko,❌,✅,✅,✅,❌,❌,✅,Individual,,,
Oksana Genrikhovna Dmitrieva,✅,✅,✅,✅,❌,✅,✅,Individual,,,
Oksana Nikolayevna Fadina,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Oksana Tchigrina,❌,✅,✅,✅,✅,✅,✅,Individual,,,
Oksana Viktorovna Sigidina,❌,✅,✅,❌,✅,✅,✅,Individual,,,
Oksana Vladimirovna Khlyakina,✅,✅,✅,❌,✅,❌,❌,Individual,,,
Oleg Aleksandrovich Alekseev,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Oleg Aleksandrovich Golikov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Oleg Aleksandrovich Kuvshinnikov,❌,✅,❌,❌,✅,❌,❌,Individual,,,
Oleg Aleksandrovich Lebedev,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Oleg Aleksandrovich Minaev,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Oleg Aleksandrovich Terlyakov,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Oleg Alekseyevich Kolesnikov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Oleg Alekseyevich Nikolayev,❌,✅,❌,❌,✅,❌,❌,Individual,,,
Oleg Alexandrovich Mashtalyar,✅,✅,❌,❌,❌,❌,❌,Individual,,,
Oleg Alexeyevich Mikhailov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Oleg Anatolievich Matveichev,✅,✅,✅,✅,❌,✅,❌,Individual,,,
Oleg Anatolyevich Eibatov,❌,✅,✅,✅,❌,❌,❌,Individual,,,
Oleg Anatolyevich Kamshilov,✅,❌,❌,❌,✅,✅,❌,Individual,,,
Oleg Anatolyevich Krinitsyn,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Oleg Anatolyevich Nilov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Oleg Anatolyevich Plokhoi,❌,❌,✅,✅,❌,❌,❌,Individual,,,
Oleg Beloserov,❌,❌,❌,❌,❌,✅,❌,Individual,,,
Oleg Borisovich Dobrodeev,❌,✅,✅,✅,✅,❌,❌,Individual,,,
Oleg Boyko,❌,❌,❌,❌,✅,✅,❌,Individual,,,
Oleg Chistyakov,❌,✅,❌,❌,❌,❌,❌,Individual,,,
Oleg Dmitriyevich Dimov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Oleg Dorianovich Valenchuk,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Oleg Evgenevich Bugrov,❌,✅,✅,✅,✅,✅,✅,Individual,,,
Oleg Evgenevich Panteleev,✅,❌,❌,❌,✅,❌,❌,Individual,,,
Oleg F. Silchenko,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Oleg Genrikhovich Savelyev,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Oleg Georgievich Shapovalov,✅,❌,❌,❌,✅,❌,❌,Individual,,,
Oleg Govorun,✅,❌,❌,❌,✅,❌,❌,Individual,,,
Oleg Grigorievich Kozyura,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Oleg Iurievich Bukhvalov,❌,❌,✅,✅,✅,❌,❌,Individual,,,
Oleg Ivanovich Chernousov,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Oleg Ivanovich Ivaninskiy,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Oleg Ivanovich Pugachyov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Oleg Konstantinovich Akimov,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Oleg Konstantinovich Glebov,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Oleg Kryuchkov,❌,❌,✅,✅,❌,❌,❌,Individual,,,
Oleg Leonidovich Voinov,❌,✅,✅,✅,❌,✅,❌,Individual,,,
Oleg Leonydovych Salyukov,❌,✅,✅,✅,✅,✅,✅,Individual,,,
Oleg Logunov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Oleg Mikhailovich Shaban,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Oleg Mikhailovich Sviridenko,❌,✅,❌,❌,✅,❌,❌,Individual,,,
Oleg Mikhaylovich Gazmanov,❌,❌,✅,✅,❌,❌,❌,Individual,,,
Oleg Mikhaylovich Sotnikov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Oleg Nikolaevich Evtushenko,✅,❌,❌,❌,✅,❌,❌,Individual,,,
Oleg Nikolaevich Popov,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Oleg Nikolayevich Kopyl,❌,✅,✅,✅,❌,❌,❌,Individual,,,
Oleg Nikolayevich Ryazantsev,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Oleg Nikolayevich Smolin,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Oleg Polikarpovich Tkach,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Oleg Tsariov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Oleg Usachev,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Oleg Valentinovich Belozyorov,❌,✅,❌,❌,✅,❌,❌,Individual,,,
Oleg Valeryevich Koval,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Oleg Vasilievich Fetisov,❌,✅,✅,✅,✅,✅,✅,Individual,,,
Oleg Viacheslavovich Dadonov,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Oleg Viktorovich Morozov,✅,✅,✅,✅,❌,✅,✅,Individual,,,
Oleg Viktorovich Stepanov,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Oleg Vladimirovich Bereza,❌,✅,✅,✅,✅,✅,❌,Individual,,,
Oleg Vladimirovich Deripaska,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Oleg Vladimirovich Ganeev,❌,✅,❌,❌,❌,❌,❌,Individual,,,
Oleg Vladimirovich Garin,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Oleg Vladimirovich Lebedev,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Oleg Vladimirovich Onopko,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Oleg Vladimirovich Savchenko,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Oleg Vladimirovich Tsepkin,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Oleg Vyacheslavovich Urzhumtsev,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Oleg Yevgenyevich Aksyutin,❌,✅,❌,✅,✅,❌,❌,Individual,,,
Oleg Yevgenyvich Belaventsev,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Oleg Yurievich Tinkov,❌,✅,❌,❌,❌,✅,❌,Individual,,,
Oleg Yuryevich Leonov,✅,✅,✅,✅,❌,✅,✅,Individual,,,
Oleh Anatoliiovych Vasin,❌,❌,❌,❌,✅,✅,❌,Individual,,,
Oleh Voloshyn,✅,✅,✅,❌,✅,✅,❌,Individual,,,
Oleksandr Dubinsky,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Oleksandr Melnychuk,✅,❌,❌,❌,✅,❌,❌,Individual,,,
Oleksandr Mykolayovych Kornienko,❌,❌,❌,❌,✅,❌,✅,Individual,,,
Oleksandr Onyshchenko,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Oleksandr Viktorovych Yanukovych,✅,✅,❌,✅,❌,❌,❌,Individual,,,
Oleksii Ivanovych Kovalev,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Oleksiy Sergeyevich Selivanov,✅,✅,✅,✅,✅,❌,❌,Individual,,,
Olena Yurevna Semenova,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Olga,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Olga Aleksandrovna Beglova,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Olga Aleksandrovna Khamenok,❌,❌,✅,✅,✅,❌,❌,Individual,,,
Olga Alexandrovna Kravtsova,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Olga Alexandrovna Makeeva,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Olga Anatolyevna Kobtseva,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Olga Ayziman,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Olga Fedorovna Kovatidi,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Olga Fedorovna Kovitidi,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Olga G. Stepanova,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Olga Igorevna Besedina,❌,✅,✅,✅,✅,✅,❌,Individual,,,
Olga Ivanovna Kulygina,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Olga Konstantinovna Dergunova,✅,✅,❌,❌,✅,❌,❌,Individual,,,
Olga Mikhailovna Kazakova,✅,✅,✅,✅,❌,✅,✅,Individual,,,
Olga Mikhaylovna Germanova,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Olga Nikolaevna Skorobogatova,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Olga Nikolayevna Alimova,✅,✅,✅,✅,❌,✅,✅,Individual,,,
Olga Nikolayevna Amelchenkova,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Olga Nikolayevna Anufriyeva,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Olga Nikolayevna Dolgoshapko,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Olga Nikolayevna Epifanova,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Olga Nikolayevna Khokhlova,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Olga Pavlovna Koludarova,❌,✅,❌,❌,✅,❌,❌,Individual,,,
Olga Petrovna Gryaznova,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Olga Plaksina,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Olga Sergeevna Sobyanina,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Olga Sergeyevna Zabralova,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Olga Valerievna Pozdniakova,❌,✅,✅,✅,✅,❌,❌,Individual,,,
Olga Vasilievna Pilpenko,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Olga Vasilyevna Pilipenko,✅,✅,✅,✅,❌,✅,✅,Individual,,,
Olga Victorovna Timofeyeva,✅,✅,✅,✅,❌,✅,✅,Individual,,,
Olga Viktorovna Shuvalova,✅,✅,❌,❌,✅,✅,✅,Individual,,,
Olga Vladimirovna Korobova,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Olga Vladimirovna Skabeyeva,❌,✅,✅,✅,✅,✅,❌,Individual,,,
Olga Yuryevna Golodets,✅,✅,❌,❌,✅,❌,❌,Individual,,,
Olympia,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Omsk Production Union Irtysh Jsc,❌,❌,❌,✅,❌,❌,❌,Entity,,,
Omsk Scientific-Research Institute of Instrument Engineering Jsc,❌,❌,❌,✅,❌,❌,❌,Entity,,,
Omz Oao,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Omz Spetsstal Ooo,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo 'dsk',✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo 'stg-eko',✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Ooo ""Vo Technopromexport""",❌,✅,✅,✅,❌,❌,❌,Entity,,,
Ooo Alkon,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Bilding Menedzhment,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Bitriver Rus,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Bitriver-b,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Bitriver-k,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Bitriver-north,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Bitriver-turma,✅,❌,❌,❌,❌,❌,❌,Entity,,,
"Ooo Elkomtekh",❌,❌,❌,✅,❌,❌,❌,Entity,,,
Ooo Everest Grup,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Foton Pro,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Management Company Bitriver,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Navigator Asset Management,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Nord Marin Inzhiniring,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Nord Marine,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Otkritie Asset Management,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Otkritie Capital,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Otkritie Factoring,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Pamkin Khaus,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Planar,✅,✅,❌,✅,❌,❌,❌,Entity,,,
Ooo Ps Yandex.money,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Rgs Holding,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Robin Treid,✅,❌,❌,✅,❌,❌,❌,Entity,,,
Ooo Serniya Inzhiniring,✅,❌,❌,✅,❌,❌,❌,Entity,,,
Ooo Sertal,✅,❌,❌,✅,❌,❌,❌,Entity,,,
Ooo Sibirskie Mineraly,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Tamozhennaya Karta,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Torgovy Dom Asbest,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Transoil,✅,❌,❌,❌,❌,✅,❌,Entity,,,
Ooo Tuvaasbest,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ooo Volga Group,✅,✅,❌,❌,✅,✅,❌,Entity,,,
Ooo Yakht-Treid,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Open Joint Stock Company Bps-sberbank,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Open Joint Stock Company Bps-sberbank,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Open Joint Stock Company Chayka,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Open Joint Stock Company Commercial Bank Verkhnevolzhsky,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Open Joint Stock Company Ilyushin Aviation Complex,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Open Joint Stock Company Khabarovsk Radio Engineering Plant,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Open Joint Stock Company Krasnodar Regional Investment Bank,✅,✅,❌,✅,❌,✅,❌,Entity,,,
Open Joint Stock Company Moscow Machinery Building Plant Avangard,✅,❌,❌,✅,✅,❌,❌,Entity,,,
Open Joint Stock Company Scientific and Production Enterprise Pulsar,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Open Joint Stock Company Start Scientific and Production Enterprise Named After A. Yaskin,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Open Joint-stock Company Rosneft Oil Company,✅,❌,❌,✅,✅,❌,❌,Entity,,,
Oplot,✅,✅,✅,✅,✅,✅,❌,Entity,,,
"Optron, Jsc",❌,❌,❌,✅,❌,❌,❌,Entity,,,
Opus Energy Trading Llc,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Organizatia de Creditare Nebancara Lider Leasing Srl,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Oriental Review,✅,✅,❌,❌,❌,✅,❌,Entity,,,
Ostap Sheremeta,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Ot-2077,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Otari Yonovich Arshba,✅,✅,✅,✅,❌,❌,✅,Entity,,,
Otkritie Broker Group,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Otkritie Capital Cyprus Limited,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Otkritie Ltd Group,✅,❌,❌,❌,❌,❌,✅,Entity,,,
Otkrytoe Aktsionernoe Obshchestvo Kalinovski Khimicheski Zavod,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Otkrytoe Aktsionernoe Obshchestvo Kontsern Aviatsionnoe Oborudovanie,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Otkrytoe Aktsionernoe Obshchestvo Novo-vyatka,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Otkrytoe Aktsionernoe Obshchestvo Novosibirskoe Proizvodstvennoe Obedinenie Luch,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Otkrytoe Aktsionernoe Obshchestvo Novovyatski Mekhanicheski Zavod,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Otkrytoe Aktsionernoe Obshchestvo Tekhnologii Bezopasnosti,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Otkrytoe Aktsionernoe Obshchestvo Vneshneekonomicheskoe Obedinenie Stankoimport,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Otkrytoe Aktsionernoe Obshchestvo Vneshneekonomicheskoe Obedinenie Tekhnopromeksport,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Otkrytoe Aktsionernoe Obshchestvo Vneshneekonomicheskoe Obedinenie Tekhnopromeksport,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Otkrytye Aktivy Ooo,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Oy Langvik Capital Ltd,✅,❌,❌,❌,❌,❌,❌,Entity,,,
P4-mgu,✅,❌,❌,❌,❌,❌,❌,Aircraft,,,
P4-mis,✅,❌,❌,❌,❌,❌,❌,Aircraft,,,
Pao Rosgosstrakh Bank,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Pao Zvezda,✅,✅,❌,✅,✅,❌,❌,Entity,,,
Paskal Ooo,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Passat,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Paul Andrew Goldfinch,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Pavel Aleksandrovich Chaikovsky,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Pavel Alekseevich Ezubov,❌,✅,✅,✅,✅,❌,❌,Individual,,,
Pavel Alexandrovich Shepotko,❌,✅,❌,✅,❌,❌,✅,Individual,,,
Pavel Anatolyevich Popov,✅,✅,❌,❌,✅,✅,❌,Individual,,,
Pavel Aristievich Pilavov,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Pavel Arkadyevich Rotenberg,✅,✅,❌,❌,✅,✅,✅,Individual,,,
Pavel Barchugov,❌,✅,❌,❌,❌,❌,❌,Individual,,,
Pavel Dremov,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Pavel Eduardovich Korolev,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Pavel Evgenyevich Prigozhin,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Pavel Georgievich Maly,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Pavel Igorevich Filipchuk,✅,✅,❌,❌,✅,✅,❌,Individual,,,
Pavel Kachkaev,❌,✅,✅,✅,✅,✅,✅,Individual,,,
Pavel Kanishchev,✅,❌,❌,❌,✅,❌,❌,Individual,,,
Pavel Karpov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Pavel Leonidovich Karanda,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Pavel Mikhaylovich Fedyaev,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Pavel Mikhaylovich Osin,✅,❌,❌,❌,✅,❌,❌,Individual,,,
Pavel Nikolaevich Zavalny,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Pavel Nikolayevitch Gusev,❌,✅,✅,✅,❌,❌,❌,Individual,,,
Pavel Ryurikovich Kachkayev,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Pavel Valentinovich Shperov,✅,✅,✅,✅,✅,✅,❌,Individual,,,
